profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p00636,2018,650,0.5298241160065109,46,male,hispanic,"mexican, mexican american, chicano/a",less than high school,"$20,000 to $22,499",1,working class,south,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,catholic,yes,not very strong,NA
p00637,2022,1317,0.7135069673366311,66,male,white,not hispanic,associate/junior college,"$75,000 to $89,999",2,middle class,midwest,NA,strong republican,"moderate, middle of the road",none,no,no religion,a great deal
p00638,2022,3068,0.9452469677159324,56,male,white,not hispanic,less than high school,"$25,000 to $29,999",NA,lower class,west,central city of the remainder of the 100 largest smsas,not very strong republican,slightly liberal,protestant,no,NA,hardly any
p00639,2024,1854,0.8294268980671187,68,male,white,not hispanic,graduate,"$110,000 to $129,999",1,middle class,south,NA,strong democrat,liberal,none,no,NA,NA
p00640,2022,710,1.1567996410407038,43,female,white,not hispanic,high school,"$170,000 or over",9,middle class,west,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",muslim/islam,no,NA,only some
p00641,2024,2323,0.32413326068395887,64,female,white,not hispanic,less than high school,"$1,000 to $2,999",NA,lower class,northeast,NA,strong democrat,conservative,none,yes,no religion,NA
p00642,2024,219,0.8474978023930196,33,male,white,not hispanic,high school,"$130,000 to $149,999",3,working class,west,NA,"independent, close to democrat",extremely liberal,none,no,NA,a great deal
p00643,2024,1119,1.0079676596461282,42,female,white,not hispanic,bachelor's,"$150,000 to $169,999",NA,middle class,west,NA,not very strong democrat,liberal,catholic,no,NA,NA
p00644,2018,558,0.8781118197865632,89,male,white,not hispanic,bachelor's,"$22,500 to $24,999",2,working class,northeast,suburbs of 12 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,no,strong,only some
p00645,2024,2176,1.6346645197287113,72,female,white,not hispanic,high school,"$20,000 to $22,499",NA,middle class,south,NA,strong republican,conservative,protestant,yes,NA,only some
p00646,2024,480,0.41662256390936653,29,female,white,not hispanic,bachelor's,"$110,000 to $129,999",1,middle class,south,NA,strong democrat,extremely liberal,jewish,no,NA,only some
p00647,2024,2960,0.37268978866981184,31,female,white,not hispanic,high school,"$50,000 to $59,999",1,working class,west,NA,"independent (neither, no response)","moderate, middle of the road",christian,no,NA,only some
p00648,2021,493,1.3771467786696532,70,male,white,not hispanic,associate/junior college,"$40,000 to $49,999",2,working class,northeast,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,no,NA,only some
p00649,2021,2916,0.7789095638270115,65,female,white,not hispanic,less than high school,"$8,000 to $9,999",1,lower class,south,"other rural (counties having no towns of 10,000 or more)",not very strong democrat,"moderate, middle of the road",none,no,NA,only some
p00650,2024,1088,1.7070573810866008,20,male,white,"mexican, mexican american, chicano/a",high school,"$90,000 to $109,999",4,working class,west,NA,"independent (neither, no response)","moderate, middle of the road",none,no,NA,only some
p00651,2022,770,0.7342836001381005,43,male,white,not hispanic,high school,"$150,000 to $169,999",NA,working class,south,central city of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,hardly any
p00652,2018,2031,0.6154641446572546,28,female,white,not hispanic,associate/junior college,"$75,000 to $89,999",2,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",slightly liberal,other,no,strong,NA
p00653,2024,1825,0.5356432951634643,26,female,white,not hispanic,high school,"$10,000 to $12,499",4,working class,south,NA,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,only some
p00654,2018,1974,6.542513556171241,59,male,white,not hispanic,high school,"$50,000 to $59,999",3,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to republican","moderate, middle of the road",protestant,no,strong,only some
p00655,2018,279,1.0727856012553834,60,male,white,not hispanic,high school,"$110,000 to $129,999",2,middle class,midwest,suburbs of 12 largest smsas,other party,extremely conservative,none,no,no religion,a great deal
p00656,2024,434,5.409903427551833,47,male,white,not hispanic,bachelor's,"$130,000 to $149,999",NA,middle class,south,NA,"independent, close to republican","moderate, middle of the road",protestant,no,NA,only some
p00657,2022,2211,0.9350589514223271,38,female,white,not hispanic,less than high school,"$35,000 to $39,999",5,lower class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,yes,somewhat strong (vol.),hardly any
p00658,2021,1479,1.278772559744822,82,male,white,not hispanic,less than high school,"$30,000 to $34,999",1,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",catholic,NA,NA,NA
p00659,2021,2700,0.6246157314297236,34,female,white,not hispanic,associate/junior college,"$90,000 to $109,999",1,middle class,west,"other urban (counties having towns of 10,000 or more)",not very strong republican,"moderate, middle of the road",protestant,NA,NA,NA
p00660,2024,3274,0.26342333293155723,76,female,white,not hispanic,bachelor's,"$25,000 to $29,999",NA,middle class,northeast,NA,strong democrat,slightly liberal,protestant,yes,strong,a great deal
p00661,2022,2819,6.318634835806061,48,male,white,not hispanic,high school,"$90,000 to $109,999",NA,working class,midwest,"other urban (counties having towns of 10,000 or more)",other party,slightly conservative,protestant,no,NA,NA
p00662,2018,920,1.2627640022962918,66,female,white,not hispanic,high school,"$35,000 to $39,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,"independent, close to democrat",extremely liberal,catholic,no,not very strong,a great deal
p00663,2021,3506,1.3699075413852881,30,male,black or african american,"another hispanic, latino, or spanish origin",associate/junior college,"$15,000 to $17,499",1,working class,northeast,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",christian,yes,NA,only some
p00664,2021,1039,3.1451664788526434,27,female,white,not hispanic,associate/junior college,"$150,000 to $169,999",3,middle class,northeast,suburbs of 12 largest smsas,strong democrat,"moderate, middle of the road",protestant,no,NA,only some
p00665,2022,1343,2.6800173762000568,58,male,white,not hispanic,associate/junior college,"$170,000 or over",NA,middle class,midwest,central city of the remainder of the 100 largest smsas,"independent, close to republican","moderate, middle of the road",catholic,no,NA,a great deal
p00666,2018,1108,1.0899000335940163,70,male,white,not hispanic,associate/junior college,"$60,000 to $74,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,not very strong republican,conservative,protestant,no,not very strong,only some
p00667,2024,3061,2.6165096357957913,56,female,white,not hispanic,high school,"$170,000 or over",NA,middle class,south,NA,strong republican,extremely conservative,protestant,yes,NA,NA
p00668,2018,1567,0.33180170200021397,51,male,black or african american,not hispanic,bachelor's,"$50,000 to $59,999",1,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",none,yes,no religion,a great deal
p00669,2022,1193,2.440139341793136,53,male,asian,not hispanic,high school,"$10,000 to $12,499",1,middle class,west,suburbs of 12 largest smsas,"independent (neither, no response)",slightly conservative,catholic,NA,somewhat strong (vol.),a great deal
p00670,2024,46,0.6661295610001259,79,male,white,not hispanic,bachelor's,"$90,000 to $109,999",NA,middle class,northeast,NA,"independent, close to democrat","moderate, middle of the road",catholic,no,NA,a great deal
p00671,2021,1269,1.0472464929727272,49,male,white,not hispanic,graduate,"$150,000 to $169,999",3,middle class,south,central city of the remainder of the 100 largest smsas,strong democrat,extremely liberal,none,no,NA,a great deal
p00672,2022,2586,0.6113676285345232,29,female,white,not hispanic,high school,"$40,000 to $49,999",4,working class,south,central city of the remainder of the 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",none,no,no religion,NA
p00673,2018,486,0.8916428062209061,50,female,black or african american,not hispanic,high school,"$22,500 to $24,999",4,lower class,south,suburbs of 12 largest smsas,strong democrat,slightly conservative,protestant,yes,strong,a great deal
p00674,2021,495,1.4326272978279884,44,female,white,not hispanic,high school,"$130,000 to $149,999",4,middle class,northeast,"other urban (counties having towns of 10,000 or more)",other party,extremely liberal,none,no,NA,a great deal
p00675,2024,821,3.206663282290761,41,female,black or african american,not hispanic,bachelor's,"$150,000 to $169,999",NA,working class,south,NA,strong democrat,liberal,catholic,no,not very strong,only some
p00676,2022,396,0.7049806763758161,22,male,white,puerto rican,associate/junior college,"under $1,000",1,lower class,midwest,central city of 12 largest smsas,"independent (neither, no response)",extremely liberal,none,no,NA,hardly any
p00677,2021,1099,0.8891028238862251,45,male,white,not hispanic,high school,"$40,000 to $49,999",1,working class,northeast,"other urban (counties having towns of 10,000 or more)",strong republican,extremely conservative,protestant,yes,NA,hardly any
p00678,2021,585,0.541938561643199,39,female,white,not hispanic,high school,"$8,000 to $9,999",4,lower class,south,"other urban (counties having towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",protestant,yes,NA,only some
p00679,2021,2829,0.9537361239163685,55,female,white,not hispanic,high school,"$12,500 to $14,999",2,lower class,midwest,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,none,NA,NA,NA
p00680,2022,2643,0.2222461046116875,58,female,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,midwest,suburbs of the remaining 100 largest smsas,other party,liberal,protestant,no,not very strong,NA
p00681,2021,1782,0.9627983706860251,68,female,white,not hispanic,high school,"$50,000 to $59,999",2,working class,midwest,"other rural (counties having no towns of 10,000 or more)",strong republican,extremely conservative,protestant,NA,NA,NA
p00682,2024,1468,2.973960081843263,39,male,white,not hispanic,associate/junior college,"$170,000 or over",3,lower class,west,NA,not very strong democrat,slightly liberal,none,no,NA,a great deal
p00683,2021,2959,1.0472150545369583,68,male,white,"another hispanic, latino, or spanish origin",high school,"$50,000 to $59,999",2,middle class,west,suburbs of the remaining 100 largest smsas,not very strong democrat,slightly conservative,none,NA,NA,NA
p00684,2018,514,1.1438154415962751,54,male,white,not hispanic,bachelor's,"$150,000 to $169,999",2,middle class,south,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",jewish,no,strong,NA
p00685,2021,170,0.5712097518343076,41,female,white,not hispanic,graduate,"$12,500 to $14,999",2,working class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)",slightly conservative,catholic,yes,NA,only some
p00686,2021,591,1.5437255569858874,62,female,some other race,not hispanic,high school,"$35,000 to $39,999",3,working class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",catholic,NA,NA,NA
